u,v,mode,distance_km,terrain,route_ref,lanes,highway,bridge,tunnel,surface,osm_way_id
n2468833300,n4323611983,road,10.7,plain,secondary,2,secondary,0,0,,136295997
n2468833300,n4323612737,road,0.66,plain,secondary,2,secondary,0,0,,433877227
n2468833352,n2468833366,road,0.61,plain,NH27,2,trunk,0,0,,1313324044
n2468833352,n4323612757,road,0.77,plain,secondary,2,secondary,0,0,,433877205
n2468833366,n2468833381,road,0.8,plain,NH27,2,trunk,0,0,,1313324037
n2468833381,n2468833389,road,0.58,plain,NH27,2,trunk,0,0,,1313324039
n2468833389,n2468833402,road,1.59,plain,NH27,2,trunk,0,0,,242241335
n2468833402,n2468833427,road,1.4,plain,NH27,2,trunk,0,0,,242241335
n2468833427,n2468833439,road,0.74,plain,NH27,2,trunk,0,0,,1138681296
n2468833439,n2926095946,road,0.11,plain,NH27,2,trunk,0,0,,1138681299
n2468990212,n2468990228,road,2.23,plain,NH327,2,trunk,0,0,,97889684
n2468990212,n3345442024,road,0.69,plain,NH327C,2,trunk,0,0,,327729866
n2468990228,n2468990229,road,0.12,plain,NH327,2,trunk,0,0,,97889684
n2468990228,n3636144173,road,1.06,plain,secondary,2,secondary,0,0,,1091374701
n2468990229,n3345442064,road,2.66,plain,secondary,2,secondary,0,0,,482237315
n2468990282,n2469004406,road,0.36,plain,trunk_link,2,trunk_link,0,0,,993552597
n2469004406,n2469004411,road,0.69,plain,NH327,2,trunk,0,0,asphalt,1091374704
n2469004411,n2469004440,road,2.59,plain,NH327,2,trunk,0,0,asphalt,395997749
n2469004440,n2469004448,road,0.54,plain,NH327,2,trunk,0,0,asphalt,395997749
n2469004448,n2469004460,road,0.28,plain,NH327,2,trunk,0,0,asphalt,1091370468
n2469004460,n2469004461,road,0.11,plain,NH327,2,trunk,0,0,asphalt,1091370468
n2469004461,n2469004506,road,2.89,plain,NH327,2,trunk,0,0,,500479330
n2469004461,n8458502847,road,0.8,plain,primary,2,primary,0,0,,383109592
n2469004506,n2469004515,road,0.9,plain,NH327,2,trunk,0,0,,500544490
n2469004515,n2469004530,road,0.36,plain,NH327,2,trunk,0,0,,327729859
n2469004530,n2469004538,road,0.88,plain,NH327,2,trunk,0,0,,500546874
n2469683785,n2469684040,road,4.31,mountain,NH29,2,trunk,0,0,,239156671
n2469683785,n2469684253,road,11.31,mountain,NH29,2,trunk,0,0,,386520064
n2469684040,n2469698539,road,19.9,mountain,NH29,2,trunk,0,0,,239156671
n2469684253,n2469684293,road,1.61,plain,NH29,2,trunk,0,0,,390215691
n2469684293,n2469684904,road,5.1,mountain,NH29,2,trunk,0,0,,390215690
n2469684904,n2469684928,road,4.34,mountain,NH29,2,trunk,0,0,,239156668
n2469684928,n2469685164,road,0.09,plain,NH29,2,trunk,1,0,,239156670
n2469894339,n2469894409,road,4.89,hilly,NH29,2,trunk,0,0,,312127044
n2469894409,n6266423935,road,6.85,plain,secondary,2,secondary,0,0,,669184463
n2469894510,n2469894553,road,2.64,plain,NH29,2,trunk,0,0,,239177366
n2469894553,n2469894564,road,0.76,plain,NH29,2,trunk,0,0,,239177366
n2469894553,n2927938957,road,1.78,plain,NH329,2,trunk,0,0,,289248395
n2469894564,n2469894572,road,0.08,plain,NH29,2,trunk,1,0,,239177364
n2469894572,n2469894595,road,1.82,plain,NH29,2,trunk,0,0,asphalt,1354907374
n2469894595,n2469894975,road,5.16,hilly,NH29,2,trunk,0,0,asphalt,239177367
n2469894610,n2469894903,road,2.77,plain,NH29,2,trunk,0,0,asphalt,1354907372
n2469894903,n2469895030,road,8.66,hilly,NH29,2,trunk,0,0,asphalt,1354907371
n2469900641,n2469900712,road,8.92,plain,NH29,2,trunk,0,0,,1354911223
n2469900712,n2469900718,road,0.71,plain,NH29,2,trunk,0,0,,136295994
n2469900718,n5779798430,road,7.08,hilly,SH-018,2,primary,0,0,,610277596
n2491563760,n2491563762,road,0.09,plain,NH6,2,trunk,1,0,,242406158
n2491829553,n2491830210,road,5.04,hilly,NH6,2,trunk,0,0,,241573044
n2491829553,n7216824088,road,8.16,mountain,primary,2,primary,0,0,paved,772947773
n2491830210,n2491833905,road,18.28,hilly,NH6,2,trunk,0,0,,241573044
n2491876313,n2491876424,road,6.7,hilly,NH6,2,trunk,0,0,asphalt,284471738
n2491876313,n2882148326,road,0.1,plain,NH6,2,trunk,1,0,asphalt,1326364994
n2491876513,n2491876524,road,1.97,plain,NH6,2,trunk,0,0,asphalt,1238872437
n2491876524,n2491876584,road,0.44,plain,secondary,2,secondary,0,0,,241577679
n2491876524,n6338287411,road,0.39,plain,NH6,2,trunk,0,0,asphalt,676867603
n2491876584,n2491876652,road,4.18,plain,secondary,2,secondary,0,0,,241577679
n2491876584,n6338287411,road,0.15,plain,secondary,2,secondary,0,0,asphalt,1344646429
n2491876652,n5232412693,road,7.55,plain,NH6,2,trunk,0,0,asphalt,676867606
n2491876652,n6338287389,road,3.75,plain,NH6,2,trunk,0,0,,676867607
n2491876699,n2491876709,road,0.61,plain,secondary,2,secondary,0,0,,540997687
n2491876699,n5232412693,road,1.4,plain,secondary,2,secondary,0,0,,540997670
n2491876709,n2491876731,road,1.57,plain,secondary,2,secondary,0,0,,540997669
n2491876709,n5232412906,road,4.36,plain,secondary,2,secondary,0,0,,540997688
n2491876731,n2491876737,road,0.57,plain,secondary,2,secondary,0,0,,1344884946
n2491876737,n2491876760,road,4.74,plain,NH6,2,trunk,0,0,,241577676
n2491876760,n2491876817,road,5.17,plain,NH6,2,trunk,0,0,,241577676
n2491876760,n6338320177,road,1.9,plain,secondary,2,secondary,0,0,,676871894
n2491879780,n6154014302,road,0.44,plain,NH6,2,trunk,0,0,,1052943854
n2491882375,n568990151,road,3.91,plain,NH6,2,trunk,0,0,asphalt,241578176
n2491882375,n9676355975,road,1.24,plain,NH6,2,trunk,0,0,asphalt,1320352299
n2492475279,n2492475495,road,4.08,hilly,NH106,2,trunk,0,0,,1473725665
n2492475495,n2492482085,road,0.26,plain,NH106,2,trunk,0,0,,498453314
n2492599802,n2492599843,road,4.91,mountain,NH306,2,trunk,0,0,,241573450
n2492599843,n2492601704,road,15.17,mountain,NH306,2,trunk,0,0,,241668943
n2492601704,n3879682741,road,3.25,mountain,NH306A,2,trunk,0,0,,384637802
n2492601704,n567779009,road,3.12,plain,NH306,2,trunk,0,0,,241668940
n2498697992,n2498698504,road,14.13,mountain,NH37,2,trunk,0,0,,242387779
n2498697992,n2498768470,road,14.76,mountain,NH37,2,trunk,0,0,,242387757
n2498698504,n569050246,road,0.09,plain,NH37,2,trunk,1,0,asphalt,1387402483
n2498770217,n569051365,road,12.39,mountain,NH37,2,trunk,0,0,,44884963
n2500946724,n2500948545,road,8.49,mountain,NH102A,2,trunk,0,0,,242636872
n2500948545,n2500950370,road,23.26,mountain,NH102A,2,trunk,0,0,,242636837
n2500977628,n2500978026,road,5.54,mountain,NH102A,2,trunk,0,0,,242636869
n2500977628,n6787321084,road,0.78,plain,primary,2,primary,0,0,,723681671
n2500978026,n569068450,road,28.66,mountain,NH102A,2,trunk,0,0,,242639536
n2501001537,n2501001540,road,0.11,plain,NH102B,2,trunk,0,0,,667742650
n2501001537,n2501001558,road,1.07,plain,NH102B,2,trunk,0,0,,1457238383
n2501023508,n2501024018,road,19.29,mountain,NH102B,2,trunk,0,0,,242645601
n2501023508,n2501036973,road,14.71,mountain,NH102B,2,trunk,0,0,,242645609
n2501024018,n5470439947,road,14.39,mountain,NH102B,2,trunk,0,0,,568638645
n2501024018,n5470460553,road,6.92,mountain,primary,2,primary,0,0,,568638644
n2501058981,n2501068957,road,6.29,mountain,NH102B,2,trunk,0,0,,825457431
n2501058981,n7707589417,road,0.45,plain,NH102B,2,trunk,0,0,,1295698730
n2501059288,n2501059293,road,0.1,plain,NH102B,2,trunk,1,0,,242648830
n2501059293,n7707589417,road,2.44,plain,NH102B,2,trunk,0,0,,1295698727
n2501361474,n2501374435,road,27.26,mountain,NH102B,2,trunk,0,0,,242679564
n2501361717,n2501361963,road,7.95,mountain,NH102B,2,trunk,0,0,,242678164
n2501374398,n2501374435,road,12.74,mountain,NH6,2,trunk,0,0,,288173831
n2501374435,n2501375231,road,1.59,plain,NH6,2,trunk,0,0,,1374509136
n2501374517,n2501375231,road,10.1,mountain,NH6,2,trunk,0,0,,288164578
n2501374517,n2501375475,road,0.08,plain,NH6,2,trunk,1,0,,242679583
n2501375475,n2501375787,road,16.36,mountain,NH6,2,trunk,0,0,,242679585
n2501375787,n2501392170,road,18.37,mountain,NH6,2,trunk,0,0,,242679584
n2501375787,n3885072234,road,16.55,mountain,primary,2,primary,0,0,,385140336
n2501392170,n2501392359,road,0.08,plain,NH6,2,trunk,1,0,,242681260
n2501955934,n2501956270,road,6.26,hilly,NH127B,2,trunk,0,0,,978059892
n2501956270,n2501956359,road,1.94,plain,NH127B,2,trunk,0,0,,978059892
n2501956359,n2501957629,road,4.78,hilly,NH127B,2,trunk,0,0,,242744367
n2501957250,n2501957487,road,5.01,plain,NH127B,2,trunk,0,0,,242744364
n2501957487,n2501957629,road,1.25,plain,NH127B,2,trunk,0,0,,1041286473
n2502010730,n2502010867,road,4.92,plain,NH127B,2,trunk,0,0,paved,242750394
n2502010867,n2502011274,road,12.19,mountain,NH127B,2,trunk,0,0,paved,386465749
n2502011274,n2502012679,road,13.21,mountain,NH127B,2,trunk,0,0,paved,507898512
n2502011971,n2502012679,road,14.97,mountain,NH127B,2,trunk,0,0,paved,507898513
n2505844229,n3675635748,road,6.77,mountain,NH315A,2,trunk,0,0,,1368289038
n2505844229,n3940834740,road,15.22,mountain,NH215,2,trunk,0,0,,636948703
n2505844229,n3941366657,road,1.67,plain,NH215,2,trunk,0,0,,1088882843
n2505844229,n3941367812,road,1.25,plain,secondary,2,secondary,0,0,,1088882844
n2506042983,n3701153414,road,4.44,mountain,NH502A,2,trunk,0,0,,243182463
n2508824376,n6005632648,road,2.99,plain,NH515,2,trunk,0,0,,636948681
n2508824376,n835239831,road,4.79,plain,NH515,2,trunk,0,0,,243485163
n2511042479,n2511042546,road,1.56,plain,NH 717B,2,trunk,0,0,,243730527
n2511042479,n2511256931,road,7.63,mountain,NH 717B,2,trunk,0,0,,582673614
n2511042546,n2919179868,road,4.28,mountain,NH 717B,2,trunk,0,0,,243730529
n2511256931,n3179554129,road,53.61,mountain,NH 717B,2,trunk,0,0,,243754227
n2516678325,n2516678786,road,4.44,plain,MDR2,2,secondary,0,0,,1203138257
n2516678379,n2516678786,road,0.11,plain,MDR2,2,secondary,1,0,,1000327531
n2516678388,n2516678971,road,0.89,plain,MDR2,2,secondary,0,0,,1285794494
n2516678388,n5779961033,road,5.32,plain,MDR2,2,secondary,0,0,,1285794496
n2516678507,n2516679303,road,0.18,plain,MDR2,2,secondary,1,0,,610288888
n2517721615,n904876879,road,0.07,plain,NH127D,2,trunk,1,0,,244457633
n2517721615,n904876997,road,2.46,plain,NH127D,2,trunk,0,0,,76811976
n2517721631,n2517721632,road,0.1,plain,SH10,2,primary,1,0,,244457634
n2517721632,n2517721640,road,0.73,plain,SH10,2,primary,0,0,,244457625
n2519223712,n4621720043,road,0.17,plain,secondary,2,secondary,0,0,,676390580
n2519982761,n2519982799,road,0.63,plain,NH8,2,trunk,0,0,,1321470716
n2520016716,n2520017708,road,0.71,plain,NH208,2,trunk,0,0,,244714161
n2520017708,n2520017781,road,2.6,plain,NH208,2,trunk,0,0,,244714159
n2520017781,n2520017797,road,1.24,plain,NH208,2,trunk,0,0,,384497056
n2520017797,n2520321343,road,1.43,plain,NH208,2,trunk,0,0,,384497060
n2520017797,n7160990194,road,3.31,plain,primary,2,primary,0,0,,138303234
n2520321311,n3702855569,road,3.22,plain,NH208,2,trunk,0,0,,244756965
n2520321343,n2520321344,road,0.25,plain,NH208,2,trunk,0,0,,1359705157
n2520321343,n7160990048,road,10.51,plain,primary,2,primary,0,0,,766749304
n2520369920,n2520369923,road,0.17,plain,8,2,trunk,1,0,,244763059
n2520418665,n4571779629,road,0.33,plain,primary,2,primary,0,0,asphalt,496910389
n2520418677,n2520418682,road,0.17,plain,secondary,2,secondary,0,0,,244769301
n2520418677,n2520418683,road,0.11,plain,secondary,2,secondary,0,0,,496910378
n2520418682,n4571779629,road,0.36,plain,secondary,2,secondary,0,0,asphalt,138303245
n2520418683,n2520418684,road,0.13,plain,secondary,2,secondary,0,0,,496910379
n2530029901,n2530029905,road,0.19,plain,secondary,2,secondary,0,0,,357092594
n2555555842,n2555555998,road,23.13,hilly,secondary,2,secondary,0,0,,248824769
n2555555998,n2555556005,road,1.18,plain,secondary,2,secondary,0,0,,248824769
n2555555998,n3884084847,road,14.16,plain,secondary,2,secondary,0,0,,248824773
n2579670796,n4281631125,road,19.69,plain,secondary,2,secondary,0,0,,251795070
n2579670796,n5467628256,road,4.11,plain,secondary,2,secondary,0,0,,568302251
n2579670796,n9122971085,road,10.76,plain,secondary,2,secondary,0,0,,22827096
n2580492512,n5467969002,road,2.98,plain,secondary,2,secondary,0,0,,1307008549
n2595623022,n2595623045,road,5.88,plain,NH427,2,trunk,0,0,,253663184
n2595623022,n5001335685,road,9.59,plain,secondary,2,secondary,0,0,asphalt,511241181
n2595623045,n2595623097,road,2.92,plain,NH427,2,trunk,0,0,,253663184
n2595623045,n4992083933,road,1.06,plain,SH41,2,primary,0,0,,510133519
n2595623097,n2595623108,road,0.1,plain,NH427,2,trunk,1,0,,253663174
n2595623108,n2595623133,road,1.08,plain,SH9,2,primary,0,0,,1133805916
n2595623108,n2885039397,road,1.84,plain,NH427,2,trunk,0,0,,1134090039
n2595623151,n2595623155,road,0.11,plain,SH9,2,primary,1,0,,253663170
n2595623485,n2595623560,road,1.04,plain,secondary,2,secondary,0,0,,659545015
n2623466893,n2623466901,road,0.08,plain,secondary,2,secondary,1,0,,256709777
n2623466893,n8891072814,road,5.93,hilly,secondary,2,secondary,0,0,,229220218
n2623466901,n2623473049,road,1.28,plain,secondary,2,secondary,0,0,,256709827
n2623618709,n2623618736,road,3.83,plain,MDR5,2,secondary,0,0,,256728728
n2623618709,n2659517523,road,1.39,plain,MDR5,2,secondary,0,0,,629633266
n2623618709,n4023347694,road,0.63,plain,secondary,2,secondary,0,0,,399617002
n2623618736,n2623618746,road,0.84,plain,MDR5,2,secondary,0,0,,505335368
n2623618746,n2623618747,road,0.08,plain,MDR5,2,secondary,1,0,,505335367
n2623618747,n2623618759,road,1.3,plain,MDR5,2,secondary,0,0,,260468296
n2623618759,n3703039491,road,8.95,plain,MDR5,2,secondary,0,0,,630199139
n2632756349,n5452175022,road,1.27,plain,NH 31 (C),2,trunk,0,0,,572687737
n2632756349,n569197272,road,0.14,plain,NH 31 (C),2,trunk,0,0,,572687728
n2632756349,n5838434404,road,14.39,plain,NH117A,2,trunk,0,0,,227892684
n2635114278,n569067702,road,0.27,plain,NH2,2,trunk,0,0,,44889418
n2635114278,n569067716,road,0.11,plain,NH2,2,trunk,1,0,,258105021
n2659500363,n2659500375,road,0.78,plain,SH12,2,primary,0,0,,629633258
n2659500363,n2659531107,road,1.18,plain,SH12,2,primary,0,0,,629633260
n2659500375,n2659501125,road,0.72,plain,SH12,2,primary,0,0,,260465764
n2659501125,n2659517518,road,4.18,plain,SH12,2,primary,0,0,asphalt,260465829
n2659517518,n2659517523,road,0.25,plain,MDR5,2,secondary,0,0,,629633274
n2659517518,n4023347694,road,1.7,plain,SH12,2,primary,0,0,,505335366
n2659517523,n5945043188,road,2.8,plain,ODR91,2,secondary,0,0,,629633272
n2659534096,n4023347523,road,5.28,hilly,SH12,2,primary,0,0,,399617083
n2665458624,n2665458636,road,1.43,plain,SH13,2,primary,0,0,,260950921
n2665458624,n6175369758,road,11.15,plain,SH13,2,primary,0,0,,260950921
n2665458636,n5796963626,road,8.56,plain,secondary,2,secondary,0,0,,260950926
n2666939999,n566697663,road,0.11,plain,secondary,2,secondary,0,0,asphalt,1268305485
n2666939999,n567770691,road,0.41,plain,secondary,2,secondary,0,0,asphalt,564697246
n2666940081,n5440066040,road,0.19,plain,primary,2,primary,0,0,,867774695
n2666940081,n567770691,road,0.14,plain,primary,2,primary,0,0,,867774693
n2671616223,n2671616262,road,1.81,plain,Z1033,2,secondary,0,0,,261561721
n2671616260,n2671616264,road,0.69,plain,secondary,2,secondary,0,0,,261561733
n2671616260,n2671616388,road,1.53,plain,primary,2,primary,0,0,,656848984
n2671616262,n2671616275,road,0.24,plain,NH108A,2,trunk,0,0,,819658987
n2671616264,n2671616292,road,1.59,plain,secondary,2,secondary,0,0,,261561717
n2671616264,n2671616353,road,0.21,plain,secondary,2,secondary,0,0,,261561739
n2671616275,n2671616278,road,0.61,plain,NH-108A,2,trunk,0,0,,261561714
n2671616275,n2671616321,road,1.04,plain,primary,2,primary,0,0,,167237556
n2671616278,n2671616292,road,0.15,plain,secondary,2,secondary,0,0,,261561725
n2671616292,n2671616321,road,0.31,plain,secondary,2,secondary,0,0,,261561717
n2671616321,n2671616371,road,1.02,plain,primary,2,primary,0,0,,261561716
n2671616353,n2671616388,road,0.95,plain,secondary,2,secondary,0,0,,819658973
n2671616371,n2671616386,road,0.41,plain,primary,2,primary,0,0,,1312787141
n2671616386,n2671616408,road,0.13,plain,primary,2,primary,1,0,,978599291
n2671616388,n2671616414,road,0.51,plain,primary,2,primary,0,0,,656848984
n2671616408,n2671616426,road,2.08,plain,primary,2,primary,0,0,,819658981
n2671616408,n6195178217,road,8.53,hilly,primary,2,primary,0,0,,261561737
n2671616414,n2671616426,road,0.1,plain,primary,2,primary,1,0,,656848985
n2671616539,n6195178217,road,3.84,plain,secondary,2,secondary,0,0,,1310872873
n2671917132,n7654258307,road,3.12,hilly,NH502A,2,trunk,0,0,,975994079
n2682279843,n2682288214,road,7.58,mountain,NH702D,2,trunk,0,0,asphalt,266782055
n2682288214,n2682774922,road,15.35,mountain,NH702D,2,trunk,0,0,asphalt,266782055
n2682288214,n2715015195,road,1.43,plain,secondary,2,secondary,0,0,,265893916
n2682774922,n2682968389,road,6.23,mountain,NH702D,2,trunk,0,0,asphalt,629996013
n2682774922,n2802521371,road,7.5,hilly,secondary,2,secondary,0,0,,275610085
n2682968389,n2682968461,road,10.35,mountain,NH702D,2,trunk,0,0,asphalt,568697168
n2682968461,n2682984003,road,7.49,mountain,NH702D,2,trunk,0,0,asphalt,568697168
n2682968461,n3798891861,road,9.42,mountain,secondary,2,secondary,0,0,,376478364
n2682983896,n2682983907,road,4.0,mountain,NH702D,2,trunk,0,0,asphalt,1383194887
n2682983901,n2682983907,road,6.64,mountain,NH702D,2,trunk,0,0,asphalt,266780936
n2682983901,n2682983978,road,3.53,plain,NH702D,2,trunk,0,0,asphalt,975450172
n2682983978,n2682984047,road,0.96,plain,NH702D,2,trunk,0,0,asphalt,387427956
n2682984003,n2682984047,road,0.08,plain,NH702D,2,trunk,1,0,asphalt,266780937
n2717174489,n2717217350,road,1.48,plain,primary,2,primary,0,0,,266137710
n2717174489,n2719435973,road,3.25,hilly,primary,2,primary,0,0,,266139392
n2717217350,n2717232412,road,1.03,plain,secondary,2,secondary,0,0,,266143709
n2719435973,n2802528305,road,10.43,mountain,secondary,2,secondary,0,0,dirt,275609598
n2720225720,n3253385021,road,12.21,mountain,NH702A,2,trunk,0,0,,318937019
n2723913941,n2723981159,road,0.74,plain,NH 717A,2,trunk,0,0,,880584237
n2723913941,n2723985107,road,1.27,plain,NH 717A,2,trunk,0,0,,1333442746
n2723985107,n703557544,road,2.97,plain,NH 717A,2,trunk,0,0,,213887662
n2724030462,n2724039173,road,2.34,plain,MDR,2,secondary,0,0,,599418823
n2724030462,n4571035213,road,1.07,plain,MDR,2,secondary,0,0,,1215136364
n2724039173,n2724039182,road,2.04,plain,MDR,2,secondary,0,0,,461631691
n2764099845,n2764099861,road,1.38,plain,secondary,2,secondary,0,0,,367465027
n2764099845,n2764200726,road,8.04,plain,trunk,2,trunk,0,0,,271460072
n2764099845,n2766375931,road,1.87,plain,trunk,2,trunk,0,0,,271460072
n2764099861,n2774754099,road,0.55,plain,secondary,2,secondary,0,0,,271451954
n2764200726,n664137361,road,1.6,plain,trunk,2,trunk,0,0,,977975327
n2766374227,n2766375931,road,0.09,plain,trunk,2,trunk,1,0,,271686441
n2774754099,n2774754102,road,0.35,plain,secondary,2,secondary,0,0,,1266349678
n2802521371,n2802528305,road,9.29,mountain,secondary,2,secondary,0,0,,275610007
n2802521371,n5931603312,road,21.15,mountain,secondary,2,secondary,0,0,,275610085
n2882121008,n2882121034,road,0.68,plain,NH6,2,trunk,0,0,,1092780811
n2882121008,n6867526200,road,3.59,plain,NH6,2,trunk,0,0,,733327055
n2882121034,n2882121111,road,2.87,plain,NH6,2,trunk,0,0,,1092780811
n2882121034,n6253840894,road,5.49,mountain,secondary,2,secondary,0,0,asphalt,667884584
n2882121111,n2882121173,road,3.49,plain,NH6,2,trunk,0,0,,1092780811
n2882121111,n3701126643,road,17.78,hilly,secondary,2,secondary,0,0,asphalt,612211452
n2882121173,n2882121292,road,7.86,mountain,NH6,2,trunk,0,0,asphalt,977975326
n2882147254,n2882147274,road,1.32,plain,NH6,2,trunk,0,0,,850778137
n2882147274,n2882148013,road,12.51,mountain,NH6,2,trunk,0,0,,284471752
n2882148013,n2882148018,road,0.21,plain,NH6,2,trunk,1,0,,284471749
n2882148018,n2882148068,road,5.19,hilly,NH6,2,trunk,0,0,,284471774
n2882148068,n2882148084,road,1.74,plain,NH6,2,trunk,0,0,asphalt,1344884928
n2882148084,n2882148094,road,0.77,plain,NH6,2,trunk,0,0,asphalt,975454922
n2882148094,n2882148326,road,1.75,plain,NH6,2,trunk,0,0,asphalt,1326364993
n2883904490,n3179740541,road,1.16,plain,NH315,2,trunk,0,0,,312138560
n2883904713,n2885143559,road,2.08,plain,NH315,2,trunk,0,0,,284811268
n2884021044,n2884021065,road,6.2,mountain,NH217,2,trunk,0,0,asphalt,978050733
n2884021044,n2884021164,road,1.39,plain,NH217,2,trunk,0,0,asphalt,978050733
n2884021065,n2884021185,road,1.41,plain,NH217,2,trunk,0,0,asphalt,978050732
n2884021164,n2884021291,road,0.13,plain,NH217,2,trunk,1,0,asphalt,284682534
n2884021291,n2884021797,road,12.56,mountain,NH217,2,trunk,0,0,,284682491
n2884021797,n2884022260,road,3.81,mountain,NH217,2,trunk,0,0,,978050731
n2884022260,n2884022742,road,5.34,mountain,NH217,2,trunk,0,0,,978050729
n2884067029,n568597580,road,1.72,plain,NH317,2,trunk,0,0,,284687484
n2884067029,n568597652,road,6.35,plain,NH317,2,trunk,0,0,,284687485
n2884067033,n568597560,road,4.11,plain,NH317,2,trunk,0,0,,284687480
n2884067033,n568597580,road,0.12,plain,NH317,2,trunk,1,0,,284687483
n2885003252,n4052836188,road,0.44,plain,NH215,2,trunk,0,0,asphalt,1306248877
n2885003252,n4324640830,road,1.46,plain,NH215,2,trunk,0,0,asphalt,1308571479
n2885039372,n2885039373,road,0.61,plain,SH41,2,primary,0,0,,1133773956
n2885039397,n2926580671,road,2.17,plain,NH427,2,trunk,0,0,,284799027
n2885039405,n2926581803,road,18.38,plain,NH427,2,trunk,0,0,,289108124
n2885039405,n2926581846,road,0.11,plain,NH427,2,trunk,1,0,,289108128
n2885039421,n2885039423,road,1.79,plain,NH127E,2,trunk,0,0,,638567718
n2885039421,n3677615137,road,15.3,plain,NH127E,2,trunk,0,0,,284799025
n2885039423,n6018118378,road,0.25,plain,NH127E,2,trunk,1,0,,638567716
n2885039428,n6018118378,road,0.08,plain,NH127E,2,trunk,0,0,,284799031
n2885039428,n6112240552,road,2.52,plain,NH127E,2,trunk,0,0,,284799024
n2885039435,n6112240552,road,0.79,plain,trunk,2,trunk,0,0,,1301130295
n2885039435,n6112240556,road,0.52,plain,NH127E,2,primary,0,0,,1301701975
n2885091559,n673551805,road,0.16,plain,NH715A,2,trunk,1,0,,901170037
n2885091571,n2885091573,road,0.11,plain,secondary,2,secondary,1,0,,611988012
n2885091571,n673552588,road,0.7,plain,secondary,2,secondary,0,0,,611988015
n2885091584,n3363539257,road,0.11,plain,NH715A,2,trunk,1,0,,329481191
n2885091584,n673551805,road,11.54,plain,NH715A,2,trunk,0,0,,284804891
n2885092740,n3310320256,road,2.19,plain,secondary,2,secondary,0,0,unpaved,1263150909
n2885092740,n8962856434,road,2.13,plain,SH47,2,primary,0,0,,169984545
n2885143559,n2885143579,road,1.42,plain,NH15,2,trunk,0,0,,851963477
n2885143559,n7947044365,road,11.74,plain,NH15,2,trunk,0,0,,851963467
n2885143579,n8912759153,road,5.73,hilly,NH15,2,trunk,0,0,,963538874
n2885143579,n958034647,road,6.88,plain,primary,2,primary,0,0,,238668510
n2885143579,n958034853,road,1.3,plain,primary,2,primary,0,0,,238668510
n2885143589,n2885143592,road,1.51,plain,NH15,2,trunk,0,0,asphalt,480943935
n2885143589,n6284459821,road,1.34,plain,NH15,2,trunk,0,0,,1120537202
n2885143592,n4323995230,road,6.59,plain,secondary,2,secondary,0,0,paved,1120585561
n2885143592,n4738896809,road,2.39,plain,NH15,2,trunk,0,0,,480943934
n2885143613,n6284459610,road,3.0,plain,SH-005,2,primary,0,0,asphalt,671096043
n2885143613,n7947044348,road,0.84,plain,NH15,2,trunk,0,0,,851963466
n2885143613,n7947044365,road,4.13,hilly,NH15,2,trunk,0,0,,851963466
n2885248532,n2885275540,road,2.09,plain,secondary,2,secondary,0,0,,1076745497
n2885250903,n2885250932,road,2.52,plain,secondary,2,secondary,0,0,asphalt,284821150
n2885250903,n835237136,road,2.32,plain,secondary,2,secondary,0,0,asphalt,348534919
n2885250932,n2885250941,road,1.9,plain,secondary,2,secondary,0,0,asphalt,348541391
n2885275180,n2885275591,road,1.0,plain,secondary,2,secondary,0,0,,1115404001
n2885275180,n5308272573,road,3.23,hilly,secondary,2,secondary,0,0,,965124869
n2885275540,n2885275591,road,2.32,plain,secondary,2,secondary,0,0,,1076745498
n2915025937,n2915028163,road,3.26,hilly,primary,2,primary,0,0,,312131819
n2915025937,n2915029860,road,2.29,plain,NH702,2,trunk,0,0,,625540042
n2915025937,n3179664249,road,8.47,mountain,primary,2,primary,0,0,,312130936
n2915025937,n3881747404,road,10.98,mountain,secondary,2,secondary,0,0,,626271417
n2915025937,n5904499371,road,10.03,mountain,secondary,2,secondary,0,0,,625327608
n2915028163,n3881690528,road,5.75,mountain,NH702,2,trunk,0,0,,312131794
n2915029860,n2915029892,road,4.26,mountain,NH702,2,trunk,0,0,,1382990350
n2915029892,n2915032051,road,5.22,mountain,NH702,2,trunk,0,0,,850757993
n2915029892,n3393379510,road,1.04,plain,primary,2,primary,0,0,,332227137
n2915032051,n2915032835,road,8.51,mountain,NH702,2,trunk,0,0,,850757992
n2915032835,n2915034480,road,14.46,mountain,NH702,2,trunk,0,0,,287949460
n2915034480,n2915034529,road,3.65,hilly,NH702,2,trunk,0,0,,629443704
n2915034529,n2915034535,road,0.61,plain,NH702,2,trunk,0,0,,628111846
n2915034535,n2915034553,road,0.57,plain,NH702,2,trunk,0,0,,628111846
n2915034535,n6800141481,road,29.21,mountain,secondary,2,secondary,0,0,,628107104
n2915034553,n2915034573,road,0.78,plain,NH702,2,trunk,0,0,,628111846
n2915034573,n2915034590,road,1.54,plain,NH702,2,trunk,0,0,,628111846
n2915034590,n2915034593,road,0.12,plain,NH702,2,trunk,0,0,,628111846
n2915034590,n2915034597,road,0.4,plain,NH702,2,trunk,0,0,,628111846
n2915034597,n2915034652,road,1.81,plain,NH702,2,trunk,0,0,,628111846
n2915034597,n5933478556,road,6.03,hilly,secondary,2,secondary,0,0,,628495753
n2915034650,n2915034652,road,0.18,plain,NH702,2,trunk,0,0,,1382990348
n2915034652,n5929526693,road,1.24,plain,secondary,2,secondary,0,0,,628095900
